from	to	weight
C4B	KRT17	0.440103143
KRT17	C4B	0.440103143
MAPK1	PSMB10	0.439393431
PSMB10	MAPK1	0.439393431
ATP6V1G2	PHLDB1	0.439199184
PHLDB1	ATP6V1G2	0.439199184
GNAQ	FCGR1A	0.439098795
FCGR1A	GNAQ	0.439098795
GPM6B	SYNM	0.438950837
SYNM	GPM6B	0.438950837
DPYSL2	BMP2K	0.438481517
BMP2K	DPYSL2	0.438481517
PLCB1	PHLDB1	0.437392454
PHLDB1	PLCB1	0.437392454
HLA-DRA	TTC39C	0.436582853
TTC39C	HLA-DRA	0.436582853
GPM6B	SERPINB8	0.436158268
SERPINB8	GPM6B	0.436158268
GNAO1	GBP1	0.435271486
GBP1	GNAO1	0.435271486
EHD4	NME5	0.435030844
NME5	EHD4	0.435030844
DNM3	PSMB10	0.434844867
PSMB10	DNM3	0.434844867
GNAO1	ACSS3	0.434061951
ACSS3	GNAO1	0.434061951
IGSF8	PSMB10	0.43391713
PSMB10	IGSF8	0.43391713
CAMK2G	TAP1	0.433405876
TAP1	CAMK2G	0.433405876
CNP	KIF13B	0.433254974
KIF13B	CNP	0.433254974
IGSF8	KIF13B	0.433025556
KIF13B	IGSF8	0.433025556
GPM6B	ITGA3	0.43140727
ITGA3	GPM6B	0.43140727
PHYHIP	FCGR1A	0.430547524
FCGR1A	PHYHIP	0.430547524
SLC1A2	GBP2	0.428619789
GBP2	SLC1A2	0.428619789
SIRPA	MVP	0.428611432
MVP	SIRPA	0.428611432
EPB41L1	ITGB2	0.426878543
ITGB2	EPB41L1	0.426878543
DPYSL2	LRP1B	0.426472532
LRP1B	DPYSL2	0.426472532
GNB1	KRT17	0.426305706
KRT17	GNB1	0.426305706
MAP1A	TAP1	0.425795166
TAP1	MAP1A	0.425795166
FCER1G	C4B	0.424743693
C4B	FCER1G	0.424743693
SLC1A2	PYGL	0.424481559
PYGL	SLC1A2	0.424481559
CAMK2G	SYNM	0.424220814
SYNM	CAMK2G	0.424220814
GNB1	ACSS3	0.423843191
ACSS3	GNB1	0.423843191
GNAQ	SYNM	0.423756336
SYNM	GNAQ	0.423756336
TMOD2	APBB1IP	0.423320296
APBB1IP	TMOD2	0.423320296
RAP2A	ITGB2	0.423242968
ITGB2	RAP2A	0.423242968
GNB1	SYNM	0.423118415
SYNM	GNB1	0.423118415
MAP1A	PSMB10	0.422658288
PSMB10	MAP1A	0.422658288
SYNJ1	PTPRC	0.420748748
PTPRC	SYNJ1	0.420748748
ATP1A1	HLA-DRA	0.420631379
HLA-DRA	ATP1A1	0.420631379
TMOD2	KIF13B	0.419462447
KIF13B	TMOD2	0.419462447
SIRPA	CD74	0.419232656
CD74	SIRPA	0.419232656
RAP2A	FCER1G	0.417688668
FCER1G	RAP2A	0.417688668
DPYSL2	CA3	0.417645591
CA3	DPYSL2	0.417645591
DNM3	ACSS3	0.417530893
ACSS3	DNM3	0.417530893
IGSF8	KRT17	0.417455847
KRT17	IGSF8	0.417455847
DPYSL2	CYBB	0.417291985
CYBB	DPYSL2	0.417291985
DPYSL2	APOL2	0.416131313
APOL2	DPYSL2	0.416131313
DPP6	APOL2	0.415854569
APOL2	DPP6	0.415854569
APBB1IP	KRT17	0.415681927
KRT17	APBB1IP	0.415681927
SQOR	CA3	0.415445702
CA3	SQOR	0.415445702
GPM6B	FCGR1A	0.415132532
FCGR1A	GPM6B	0.415132532
SLC1A2	APOL2	0.413368698
APOL2	SLC1A2	0.413368698
MAP1A	APBB1IP	0.412923326
APBB1IP	MAP1A	0.412923326
EPB41L1	ITGA3	0.411926181
ITGA3	EPB41L1	0.411926181
DNM3	SQOR	0.411725117
SQOR	DNM3	0.411725117
ATP1A1	APOL2	0.411041808
APOL2	ATP1A1	0.411041808
LSAMP	MVP	0.410766427
MVP	LSAMP	0.410766427
TAP1	CA3	0.407968393
CA3	TAP1	0.407968393
ITGB2	NME5	0.406135805
NME5	ITGB2	0.406135805
EPB41L1	PTPRC	0.405745623
PTPRC	EPB41L1	0.405745623
HLA-DRA	CA3	0.405433871
CA3	HLA-DRA	0.405433871
RAP2A	ITGAV	0.40514891
ITGAV	RAP2A	0.40514891
TMOD2	ZNF579	0.403129661
ZNF579	TMOD2	0.403129661
LRP1	SYN3	0.402449338
SYN3	LRP1	0.402449338
MAPK1	HCLS1	0.401698653
HCLS1	MAPK1	0.401698653
EPB41L1	EIF2D	0.401059068
EIF2D	EPB41L1	0.401059068
ATP1A1	TAPT1	0.399719932
TAPT1	ATP1A1	0.399719932
ITGB2	EIF2D	0.397483959
EIF2D	ITGB2	0.397483959
GPM6B	MVP	0.397241826
MVP	GPM6B	0.397241826
CYBB	TTC39C	0.396330818
TTC39C	CYBB	0.396330818
GNAQ	HLA-DRA	0.395152051
HLA-DRA	GNAQ	0.395152051
SIRPA	FCER1G	0.394230753
FCER1G	SIRPA	0.394230753
ANK2	HLA-DRA	0.393990509
HLA-DRA	ANK2	0.393990509
GNB1	POLD1	0.393473182
POLD1	GNB1	0.393473182
SIRT2	EHD4	0.393418013
EHD4	SIRT2	0.393418013
GPM6B	ZNF579	0.393076679
ZNF579	GPM6B	0.393076679
LSAMP	CYBB	0.391469019
CYBB	LSAMP	0.391469019
LSAMP	ITGB2	0.391240436
ITGB2	LSAMP	0.391240436
MRAS	HLA-DRA	0.390866073
HLA-DRA	MRAS	0.390866073
MVP	CA3	0.390709661
CA3	MVP	0.390709661
SLC1A2	KIF13B	0.38993014
KIF13B	SLC1A2	0.38993014
SIRT2	ITGA3	0.388248746
ITGA3	SIRT2	0.388248746
IGSF8	SYNM	0.387186794
SYNM	IGSF8	0.387186794
MRAS	SQOR	0.38697582
SQOR	MRAS	0.38697582
SIRPA	ITGA3	0.386093661
ITGA3	SIRPA	0.386093661
CAMK2G	VIM	0.385353798
VIM	CAMK2G	0.385353798
CAMK2G	CA3	0.382954221
CA3	CAMK2G	0.382954221
PLCB1	GBP2	0.382445015
GBP2	PLCB1	0.382445015
DPP6	POLD1	0.382300967
POLD1	DPP6	0.382300967
SIRT2	SYNM	0.382184626
SYNM	SIRT2	0.382184626
ATP6V1G2	FCGR1A	0.380900996
FCGR1A	ATP6V1G2	0.380900996
ANK2	MVP	0.380832174
MVP	ANK2	0.380832174
MAP1A	GBP2	0.38022098
GBP2	MAP1A	0.38022098
SIRT2	PTPRC	0.379756842
PTPRC	SIRT2	0.379756842
ATP6V1G2	VIM	0.379746421
VIM	ATP6V1G2	0.379746421
SIRT2	POLD1	0.379135593
POLD1	SIRT2	0.379135593
MVP	BMP2K	0.378625743
BMP2K	MVP	0.378625743
EPB41L1	PSMB10	0.378223481
PSMB10	EPB41L1	0.378223481
GNB1	FCGR1A	0.376942815
FCGR1A	GNB1	0.376942815
CNP	PSMB10	0.376838778
PSMB10	CNP	0.376838778
PLCB1	CD74	0.376602472
CD74	PLCB1	0.376602472
PLCB1	KIF13B	0.376365662
KIF13B	PLCB1	0.376365662
RAP2A	POLD1	0.374611047
POLD1	RAP2A	0.374611047
NFASC	FCER1G	0.373069685
FCER1G	NFASC	0.373069685
MAPK1	HLA-DRA	0.372935133
HLA-DRA	MAPK1	0.372935133
TMOD2	EHD4	0.372837432
EHD4	TMOD2	0.372837432
SAMHD1	KRT17	0.371834329
KRT17	SAMHD1	0.371834329
SYNJ1	SQOR	0.370117663
SQOR	SYNJ1	0.370117663
DNM3	NME5	0.369890958
NME5	DNM3	0.369890958
CYBB	PDXP	0.369306304
PDXP	CYBB	0.369306304
DPP6	HLA-DRA	0.368608775
HLA-DRA	DPP6	0.368608775
TMOD2	PYGL	0.367500956
PYGL	TMOD2	0.367500956
IGSF8	HCLS1	0.366113223
HCLS1	IGSF8	0.366113223
SYNJ1	CD74	0.365888429
CD74	SYNJ1	0.365888429
EPB41L1	VIM	0.365331288
VIM	EPB41L1	0.365331288
MAP1A	VIM	0.365276387
VIM	MAP1A	0.365276387
GNAO1	KRT17	0.363572191
KRT17	GNAO1	0.363572191
GNB1	GBP1	0.361966863
GBP1	GNB1	0.361966863
ATP1A1	PSMB10	0.361465129
PSMB10	ATP1A1	0.361465129
PSMB10	SYN3	0.360921897
SYN3	PSMB10	0.360921897
PHYHIP	SYNM	0.357452033
SYNM	PHYHIP	0.357452033
CNTNAP1	SYNM	0.356207986
SYNM	CNTNAP1	0.356207986
DNM3	HCLS1	0.356060519
HCLS1	DNM3	0.356060519
MAP1A	HCLS1	0.35596562
HCLS1	MAP1A	0.35596562
DPP6	TAP1	0.354801229
TAP1	DPP6	0.354801229
GBP1	LRP1B	0.354758409
LRP1B	GBP1	0.354758409
DNM3	ITGA3	0.35344828
ITGA3	DNM3	0.35344828
TMOD2	SERPINB8	0.35331519
SERPINB8	TMOD2	0.35331519
CAMK2G	PYGL	0.350993008
PYGL	CAMK2G	0.350993008
ITGAV	TTC39C	0.348804604
TTC39C	ITGAV	0.348804604
RAP2A	EIF2D	0.348622397
EIF2D	RAP2A	0.348622397
RAP2A	VIM	0.348463488
VIM	RAP2A	0.348463488
CAMK2G	LRP1B	0.346797593
LRP1B	CAMK2G	0.346797593
SYNJ1	HLA-DRA	0.346362247
HLA-DRA	SYNJ1	0.346362247
ATP6V1G2	GBP2	0.345943163
GBP2	ATP6V1G2	0.345943163
EPB41L1	C4B	0.345836307
C4B	EPB41L1	0.345836307
SIRPA	KRT17	0.345679634
KRT17	SIRPA	0.345679634
GNAQ	SQOR	0.344671525
SQOR	GNAQ	0.344671525
PLCB1	HCLS1	0.343299908
HCLS1	PLCB1	0.343299908
SIRPA	EHD4	0.343287457
EHD4	SIRPA	0.343287457
SIRT2	APOL2	0.342777526
APOL2	SIRT2	0.342777526
ATP1A1	GBP2	0.342483363
GBP2	ATP1A1	0.342483363
ITGB2	SYN3	0.342056801
SYN3	ITGB2	0.342056801
GNB1	BMP2K	0.34120493
BMP2K	GNB1	0.34120493
ATP6V1G2	SERPINB8	0.341189777
SERPINB8	ATP6V1G2	0.341189777
RAP2A	KIF13B	0.339047823
KIF13B	RAP2A	0.339047823
ATP6V1G2	MVP	0.338875389
MVP	ATP6V1G2	0.338875389
HLA-DRA	KRT17	0.338708848
KRT17	HLA-DRA	0.338708848
GNAQ	GBP2	0.337213661
GBP2	GNAQ	0.337213661
GPM6B	CYBB	0.335134053
CYBB	GPM6B	0.335134053
LRP1	TTC39C	0.334570811
TTC39C	LRP1	0.334570811
CNTNAP1	PHLDB1	0.33454909
PHLDB1	CNTNAP1	0.33454909
TPPP	FCGR1A	0.333629821
FCGR1A	TPPP	0.333629821
RAP2A	ITGA3	0.333523159
ITGA3	RAP2A	0.333523159
GBP2	PDXP	0.33342268
PDXP	GBP2	0.33342268
PSMB10	ACSS3	0.33301661
ACSS3	PSMB10	0.33301661
NFASC	ITGB2	0.332606708
ITGB2	NFASC	0.332606708
PLCB1	HLA-DRA	0.332249987
HLA-DRA	PLCB1	0.332249987
ATP1A1	LRP1B	0.331983137
LRP1B	ATP1A1	0.331983137
HCLS1	SYN3	0.331891141
SYN3	HCLS1	0.331891141
ATP1A1	CD74	0.331631489
CD74	ATP1A1	0.331631489
MAP1A	PYGL	0.330583525
PYGL	MAP1A	0.330583525
GNB1	LRP1B	0.330166382
LRP1B	GNB1	0.330166382
GPM6B	KRT17	0.329949794
KRT17	GPM6B	0.329949794
MAPK1	SERPINB8	0.329259939
SERPINB8	MAPK1	0.329259939
ATP1A1	HCLS1	0.328062367
HCLS1	ATP1A1	0.328062367
DNM3	ITGAV	0.326730393
ITGAV	DNM3	0.326730393
PTBP1	ITGB2	0.326190104
ITGB2	PTBP1	0.326190104
ATP6V1G2	CYBB	0.326084801
CYBB	ATP6V1G2	0.326084801
FCGR1A	SYN3	0.325517672
SYN3	FCGR1A	0.325517672
ATP1A1	FCGR1A	0.325451348
FCGR1A	ATP1A1	0.325451348
SLC1A2	PYCARD	0.32416816
PYCARD	SLC1A2	0.32416816
SQOR	SYN3	0.322756703
SYN3	SQOR	0.322756703
CNP	GBP1	0.322088961
GBP1	CNP	0.322088961
ANK2	APBB1IP	0.32177826
APBB1IP	ANK2	0.32177826
ATP1A1	CYBB	0.321179996
CYBB	ATP1A1	0.321179996
CAMK2G	FCER1G	0.320793042
FCER1G	CAMK2G	0.320793042
GNAO1	VIM	0.319402903
VIM	GNAO1	0.319402903
SYNM	CA3	0.318147587
CA3	SYNM	0.318147587
PSMB10	LRP1B	0.31771063
LRP1B	PSMB10	0.31771063
GPM6B	VIM	0.317425363
VIM	GPM6B	0.317425363
SIRT2	CYBB	0.317166291
CYBB	SIRT2	0.317166291
RAP2A	APOL2	0.316670129
APOL2	RAP2A	0.316670129
ATP1A1	FCER1G	0.316396086
FCER1G	ATP1A1	0.316396086
TPPP	PSMB10	0.31585583
PSMB10	TPPP	0.31585583
PHYHIP	ITGB2	0.31544298
ITGB2	PHYHIP	0.31544298
PTBP1	PYCARD	0.315433017
PYCARD	PTBP1	0.315433017
GNAQ	ITGA3	0.315020641
ITGA3	GNAQ	0.315020641
ATP6V1G2	ZNF579	0.314580115
ZNF579	ATP6V1G2	0.314580115
TMOD2	KRT17	0.313698718
KRT17	TMOD2	0.313698718
CNP	PYGL	0.313424765
PYGL	CNP	0.313424765
PHLDB1	HLA-DRA	0.312373876
HLA-DRA	PHLDB1	0.312373876
VIM	CA3	0.312104153
CA3	VIM	0.312104153
MVP	SYN3	0.310155181
SYN3	MVP	0.310155181
SLC1A2	PDXP	0.309995506
PDXP	SLC1A2	0.309995506
PTBP1	PTPRC	0.309747651
PTPRC	PTBP1	0.309747651
DNM3	ZNF579	0.309173552
ZNF579	DNM3	0.309173552
GNAO1	ITGA3	0.308395429
ITGA3	GNAO1	0.308395429
RAP2A	SQOR	0.308308565
SQOR	RAP2A	0.308308565
GBP2	ZNF579	0.304761516
ZNF579	GBP2	0.304761516
DPYSL2	HLA-DRA	0.303383887
HLA-DRA	DPYSL2	0.303383887
DPYSL2	GBP2	0.303101153
GBP2	DPYSL2	0.303101153
VIM	SAMHD1	0.30293616
SAMHD1	VIM	0.30293616
CAMK2G	ITGA3	0.302690842
ITGA3	CAMK2G	0.302690842
MRAS	TAP1	0.301623328
TAP1	MRAS	0.301623328
EPB41L1	PHLDB1	0.300571132
PHLDB1	EPB41L1	0.300571132
KIF13B	LRP1B	0.300112875
LRP1B	KIF13B	0.300112875
ATP1A1	BMP2K	0.298204182
BMP2K	ATP1A1	0.298204182
LRP1	C4B	0.298025088
C4B	LRP1	0.298025088
SLC1A2	ZNF579	0.297198441
ZNF579	SLC1A2	0.297198441
LSAMP	CD74	0.296726232
CD74	LSAMP	0.296726232
PHYHIP	APBB1IP	0.296655209
APBB1IP	PHYHIP	0.296655209
MAP1A	PHLDB1	0.296396813
PHLDB1	MAP1A	0.296396813
CAMK2G	APBB1IP	0.296379732
APBB1IP	CAMK2G	0.296379732
DPP6	SQOR	0.294322696
SQOR	DPP6	0.294322696
GNAO1	SYNM	0.294071911
SYNM	GNAO1	0.294071911
PLCB1	MVP	0.293531649
MVP	PLCB1	0.293531649
MAP1A	TAPT1	0.293103187
TAPT1	MAP1A	0.293103187
SLC1A2	VIM	0.292634828
VIM	SLC1A2	0.292634828
MAP1A	ITGA3	0.292061925
ITGA3	MAP1A	0.292061925
DPP6	KIF13B	0.292003671
KIF13B	DPP6	0.292003671
GBP2	TAPT1	0.291987164
TAPT1	GBP2	0.291987164
DPYSL2	MVP	0.289175461
MVP	DPYSL2	0.289175461
CYBB	SYN3	0.288796629
SYN3	CYBB	0.288796629
RAP2A	CD74	0.288789723
CD74	RAP2A	0.288789723
DPYSL2	POLD1	0.288612101
POLD1	DPYSL2	0.288612101
SAMHD1	NME5	0.287897757
NME5	SAMHD1	0.287897757
HCLS1	TTC39C	0.287816597
TTC39C	HCLS1	0.287816597
TPPP	SYNM	0.287520855
SYNM	TPPP	0.287520855
CNP	APBB1IP	0.286889121
APBB1IP	CNP	0.286889121
PHYHIP	HCLS1	0.286854939
HCLS1	PHYHIP	0.286854939
GNAO1	SERPINB8	0.286344
SERPINB8	GNAO1	0.286344
CAMK2G	EIF2D	0.285880635
EIF2D	CAMK2G	0.285880635
PHYHIP	PHLDB1	0.284422106
PHLDB1	PHYHIP	0.284422106
EPB41L1	ZNF579	0.28439
ZNF579	EPB41L1	0.28439
MAP1A	CYBB	0.28356104
CYBB	MAP1A	0.28356104
GNAQ	ITGB2	0.283351838
ITGB2	GNAQ	0.283351838
GNAQ	APBB1IP	0.283325315
APBB1IP	GNAQ	0.283325315
DPP6	SYNM	0.282961361
SYNM	DPP6	0.282961361
SYNJ1	APBB1IP	0.281672509
APBB1IP	SYNJ1	0.281672509
IGSF8	PYCARD	0.281416079
PYCARD	IGSF8	0.281416079
DPYSL2	FCGR1A	0.279722143
FCGR1A	DPYSL2	0.279722143
SLC1A2	HCLS1	0.279138571
HCLS1	SLC1A2	0.279138571
CAMK2G	KIF13B	0.278584018
KIF13B	CAMK2G	0.278584018
CAMK2G	CD74	0.277731656
CD74	CAMK2G	0.277731656
GNB1	LRP1	0.277500877
LRP1	GNB1	0.277500877
GNAQ	PHLDB1	0.277278601
PHLDB1	GNAQ	0.277278601
SQOR	EIF2D	0.276280753
EIF2D	SQOR	0.276280753
IGSF8	FCER1G	0.275875853
FCER1G	IGSF8	0.275875853
CNP	CYBB	0.275527524
CYBB	CNP	0.275527524
ANK2	GBP2	0.275288719
GBP2	ANK2	0.275288719
FCGR1A	EIF2D	0.27495366
EIF2D	FCGR1A	0.27495366
SIRPA	C4B	0.274818549
C4B	SIRPA	0.274818549
DNM3	VIM	0.274170174
VIM	DNM3	0.274170174
ATP1A1	ITGAV	0.274110657
ITGAV	ATP1A1	0.274110657
VIM	TAPT1	0.273671542
TAPT1	VIM	0.273671542
PHYHIP	PYCARD	0.271693342
PYCARD	PHYHIP	0.271693342
DPP6	SERPINB8	0.271500028
SERPINB8	DPP6	0.271500028
DPP6	FCGR1A	0.271369844
FCGR1A	DPP6	0.271369844
PTBP1	PSMB10	0.270759271
PSMB10	PTBP1	0.270759271
DPP6	PTPRC	0.270371208
PTPRC	DPP6	0.270371208
GNAO1	FCER1G	0.269321664
FCER1G	GNAO1	0.269321664
IGSF8	CD74	0.269066751
CD74	IGSF8	0.269066751
EPB41L1	TAP1	0.268610816
TAP1	EPB41L1	0.268610816
GBP1	SAMHD1	0.268033688
SAMHD1	GBP1	0.268033688
NFASC	GBP2	0.267734438
GBP2	NFASC	0.267734438
SIRT2	ITGB2	0.267630644
ITGB2	SIRT2	0.267630644
MVP	PHLDB1	0.267480056
PHLDB1	MVP	0.267480056
PTBP1	ITGA3	0.266405673
ITGA3	PTBP1	0.266405673
EPB41L1	APBB1IP	0.265575045
APBB1IP	EPB41L1	0.265575045
ATP1A1	EHD4	0.263796542
EHD4	ATP1A1	0.263796542
SIRT2	SERPINB8	0.26239345
SERPINB8	SIRT2	0.26239345
PLCB1	APBB1IP	0.262319702
APBB1IP	PLCB1	0.262319702
PHYHIP	APOL2	0.261773656
APOL2	PHYHIP	0.261773656
GNAO1	BMP2K	0.261506584
BMP2K	GNAO1	0.261506584
LSAMP	FCGR1A	0.261404761
FCGR1A	LSAMP	0.261404761
SIRPA	ITGAV	0.260885797
ITGAV	SIRPA	0.260885797
CNP	PTPRC	0.260869078
PTPRC	CNP	0.260869078
HLA-DRA	NME5	0.260837834
NME5	HLA-DRA	0.260837834
PHLDB1	EIF2D	0.258914573
EIF2D	PHLDB1	0.258914573
CNTNAP1	FCER1G	0.258664512
FCER1G	CNTNAP1	0.258664512
DPYSL2	CD74	0.258551691
CD74	DPYSL2	0.258551691
GPM6B	CD74	0.258192241
CD74	GPM6B	0.258192241
CAMK2G	PTPRC	0.258164034
PTPRC	CAMK2G	0.258164034
PHYHIP	CYBB	0.257778591
CYBB	PHYHIP	0.257778591
GNAO1	EHD4	0.25758298
EHD4	GNAO1	0.25758298
EPB41L1	APOL2	0.257313035
APOL2	EPB41L1	0.257313035
HLA-DRA	SYN3	0.257301066
SYN3	HLA-DRA	0.257301066
PTBP1	PYGL	0.256870061
PYGL	PTBP1	0.256870061
EPB41L1	KIF13B	0.256844005
KIF13B	EPB41L1	0.256844005
CAMK2G	NME5	0.256401019
NME5	CAMK2G	0.256401019
MAP1A	FCGR1A	0.255893674
FCGR1A	MAP1A	0.255893674
GNAQ	CA3	0.255743964
CA3	GNAQ	0.255743964
TPPP	VIM	0.255273531
VIM	TPPP	0.255273531
PHYHIP	CD74	0.253463496
CD74	PHYHIP	0.253463496
MRAS	KRT17	0.253439276
KRT17	MRAS	0.253439276
SYNJ1	FCER1G	0.253092761
FCER1G	SYNJ1	0.253092761
DPYSL2	ITGB2	0.252346394
ITGB2	DPYSL2	0.252346394
PTBP1	HLA-DRA	0.252250484
HLA-DRA	PTBP1	0.252250484
GNB1	CYBB	0.25211112
CYBB	GNB1	0.25211112
EPB41L1	MVP	0.251875158
MVP	EPB41L1	0.251875158
GNAQ	ITGAV	0.251593044
ITGAV	GNAQ	0.251593044
PTBP1	LRP1	0.251518943
LRP1	PTBP1	0.251518943
GNB1	PYGL	0.251426755
PYGL	GNB1	0.251426755
CAMK2G	GBP2	0.250497163
GBP2	CAMK2G	0.250497163
RAP2A	APBB1IP	0.248860232
APBB1IP	RAP2A	0.248860232
GNB1	ITGB2	0.248226932
ITGB2	GNB1	0.248226932
PTBP1	KRT17	0.248176929
KRT17	PTBP1	0.248176929
IGSF8	PTPRC	0.247972686
PTPRC	IGSF8	0.247972686
DNM3	SYNM	0.247810873
SYNM	DNM3	0.247810873
PDXP	BMP2K	0.246103413
BMP2K	PDXP	0.246103413
DNM3	PHLDB1	0.24537903
PHLDB1	DNM3	0.24537903
KIF13B	TTC39C	0.244566385
TTC39C	KIF13B	0.244566385
CNP	SERPINB8	0.244241174
SERPINB8	CNP	0.244241174
NFASC	ITGAV	0.243895635
ITGAV	NFASC	0.243895635
CNP	APOL2	0.243844061
APOL2	CNP	0.243844061
SIRT2	GBP2	0.243727475
GBP2	SIRT2	0.243727475
MAP1A	C4B	0.24367947
C4B	MAP1A	0.24367947
PHYHIP	FCER1G	0.24322344
FCER1G	PHYHIP	0.24322344
EPB41L1	HLA-DRA	0.24317029
HLA-DRA	EPB41L1	0.24317029
RAP2A	ZNF579	0.24296271
ZNF579	RAP2A	0.24296271
CD74	C4B	0.242154536
C4B	CD74	0.242154536
GNAO1	LRP1	0.241479659
LRP1	GNAO1	0.241479659
EPB41L1	LRP1	0.241190348
LRP1	EPB41L1	0.241190348
CAMK2G	EHD4	0.240570242
EHD4	CAMK2G	0.240570242
RAP2A	PTPRC	0.239932936
PTPRC	RAP2A	0.239932936
LSAMP	TAP1	0.238985394
TAP1	LSAMP	0.238985394
GNAO1	GBP2	0.238262432
GBP2	GNAO1	0.238262432
CNP	BMP2K	0.238190194
BMP2K	CNP	0.238190194
NFASC	SERPINB8	0.237762688
SERPINB8	NFASC	0.237762688
CNP	HLA-DRA	0.23773547
HLA-DRA	CNP	0.23773547
PHYHIP	EHD4	0.237514731
EHD4	PHYHIP	0.237514731
TPPP	SERPINB8	0.236529597
SERPINB8	TPPP	0.236529597
SERPINB8	SYN3	0.235544495
SYN3	SERPINB8	0.235544495
PLCB1	C4B	0.234966744
C4B	PLCB1	0.234966744
DNM3	MVP	0.234950854
MVP	DNM3	0.234950854
SYNJ1	PHLDB1	0.234941838
PHLDB1	SYNJ1	0.234941838
PTBP1	SQOR	0.234638432
SQOR	PTBP1	0.234638432
NFASC	APOL2	0.234477934
APOL2	NFASC	0.234477934
GNB1	MVP	0.234338964
MVP	GNB1	0.234338964
ATP1A1	MVP	0.233105006
MVP	ATP1A1	0.233105006
IGSF8	GBP2	0.232905537
GBP2	IGSF8	0.232905537
GNB1	GBP2	0.232597558
GBP2	GNB1	0.232597558
RAP2A	LRP1	0.231394234
LRP1	RAP2A	0.231394234
GNB1	EHD4	0.231296411
EHD4	GNB1	0.231296411
GNAQ	ZNF579	0.230234431
ZNF579	GNAQ	0.230234431
PYGL	ZNF579	0.230110808
ZNF579	PYGL	0.230110808
NFASC	VIM	0.230062884
VIM	NFASC	0.230062884
TPPP	APBB1IP	0.229619038
APBB1IP	TPPP	0.229619038
SYNM	SAMHD1	0.228263778
SAMHD1	SYNM	0.228263778
MVP	TTC39C	0.228244439
TTC39C	MVP	0.228244439
DPYSL2	HCLS1	0.22804059
HCLS1	DPYSL2	0.22804059
GNAO1	APBB1IP	0.227846932
APBB1IP	GNAO1	0.227846932
PHYHIP	BMP2K	0.227621241
BMP2K	PHYHIP	0.227621241
RAP2A	HLA-DRA	0.22648632
HLA-DRA	RAP2A	0.22648632
MAPK1	BMP2K	0.226442555
BMP2K	MAPK1	0.226442555
MAPK1	EIF2D	0.226059514
EIF2D	MAPK1	0.226059514
MAP1A	BMP2K	0.224727352
BMP2K	MAP1A	0.224727352
RAP2A	TAP1	0.224650187
TAP1	RAP2A	0.224650187
MAP1A	SYNM	0.224557309
SYNM	MAP1A	0.224557309
MAPK1	ITGA3	0.222227167
ITGA3	MAPK1	0.222227167
GPM6B	LRP1B	0.221450085
LRP1B	GPM6B	0.221450085
PLCB1	SQOR	0.221242022
SQOR	PLCB1	0.221242022
GNAQ	CYBB	0.219181349
CYBB	GNAQ	0.219181349
KIF13B	KRT17	0.217670255
KRT17	KIF13B	0.217670255
SYNJ1	KIF13B	0.216135103
KIF13B	SYNJ1	0.216135103
ATP6V1G2	HLA-DRA	0.216096803
HLA-DRA	ATP6V1G2	0.216096803
MVP	C4B	0.21532978
C4B	MVP	0.21532978
PHYHIP	POLD1	0.215035224
POLD1	PHYHIP	0.215035224
DNM3	CYBB	0.214826142
CYBB	DNM3	0.214826142
ANK2	EHD4	0.214737666
EHD4	ANK2	0.214737666
SAMHD1	TAPT1	0.213317458
TAPT1	SAMHD1	0.213317458
RAP2A	CYBB	0.213273938
CYBB	RAP2A	0.213273938
GNAO1	PYGL	0.21213941
PYGL	GNAO1	0.21213941
SIRT2	PSMB10	0.211657457
PSMB10	SIRT2	0.211657457
IGSF8	SERPINB8	0.211518713
SERPINB8	IGSF8	0.211518713
ATP6V1G2	APBB1IP	0.211327998
APBB1IP	ATP6V1G2	0.211327998
EPB41L1	ITGAV	0.211322707
ITGAV	EPB41L1	0.211322707
MAP1A	CD74	0.211248927
CD74	MAP1A	0.211248927
SYNM	TTC39C	0.211149981
TTC39C	SYNM	0.211149981
GNAO1	FCGR1A	0.210932895
FCGR1A	GNAO1	0.210932895
ATP6V1G2	ITGAV	0.210897972
ITGAV	ATP6V1G2	0.210897972
MAPK1	KRT17	0.209870414
KRT17	MAPK1	0.209870414
DPP6	ITGB2	0.209822197
ITGB2	DPP6	0.209822197
MAP1A	SQOR	0.208824441
SQOR	MAP1A	0.208824441
PYCARD	ZNF579	0.208733594
ZNF579	PYCARD	0.208733594
GNAO1	APOL2	0.208622729
APOL2	GNAO1	0.208622729
SIRT2	PYGL	0.207746441
PYGL	SIRT2	0.207746441
GNAQ	BMP2K	0.207055922
BMP2K	GNAQ	0.207055922
SYNJ1	CYBB	0.207051808
CYBB	SYNJ1	0.207051808
NFASC	CYBB	0.20561356
CYBB	NFASC	0.20561356
IGSF8	APBB1IP	0.202345895
APBB1IP	IGSF8	0.202345895
DNM3	CD74	0.202083181
CD74	DNM3	0.202083181
DPP6	GBP1	0.200401687
GBP1	DPP6	0.200401687
ATP1A1	CA3	0.200285967
CA3	ATP1A1	0.200285967
SLC1A2	FCGR1A	0.199940994
FCGR1A	SLC1A2	0.199940994
ANK2	FCER1G	0.199489245
FCER1G	ANK2	0.199489245
NFASC	APBB1IP	0.197468028
APBB1IP	NFASC	0.197468028
LSAMP	APBB1IP	0.196670961
APBB1IP	LSAMP	0.196670961
LSAMP	CA3	0.195033798
